1   0.0047820900	0.0095663570	0.0272676990	0.0388670320	0.0782201760	0.1561232800
2   0.0025754290	0.0081561540	0.0121817320	0.0207470930	0.0426113990	0.0820593880
4   0.0029375000	0.0047629690	0.0095407410	0.0181769300	0.0484394180	0.0819257990
