4	0.0305762291	0.0338549614	0.0806300640	0.0044550896
8	0.0936489105	0.0654509068	0.0828139782	0.2512128353
16	0.3472640514	0.1942951679	0.1429419518	0.2826800346
32	1.3392999172	0.6878180504	0.4474310875	0.7168991566
64	5.1133360863	2.6891379356	1.6796009541	2.3064990044
128	20.7160639763	10.7146489620	6.1553590298	7.6853928566
256	83.5617668629	42.8480169773	24.2724428177	29.7766089439
